Date,Ethereum Name Service ($),Helium ($),Tornado Cash ($),The Graph ($),DeFi Saver ($),Instadapp ($),Zerion ($),Pocket Network ($),Chainlink ($),Bounce Finance ($),Toucan Protocol ($),Aragon ($),Flashbots ($),Kleros ($),Livepeer ($),Swarm ($)
2018-09-15,,,,,,,,,,,,0.00,,,,
2018-09-16,,,,,,,,,,,,0.00,,,,
2018-09-17,,,,,,,,,,,,0.00,,,,
2018-09-18,,,,,,,,,,,,0.00,,,,
2018-09-19,,,,,,,,,,,,0.00,,,,
2018-09-20,,,,,,,,,,,,0.00,,,,
2018-09-21,,,,,,,,,,,,0.00,,,,
2018-09-22,,,,,,,,,,,,0.00,,,,
2018-09-23,,,,,,,,,,,,0.00,,,,
2018-09-24,,,,,,,,,,,,0.00,,,,
2018-09-25,,,,,,,,,,,,0.00,,,,
2018-09-26,,,,,,,,,,,,0.00,,,,
2018-09-27,,,,,,,,,,,,0.00,,,,
2018-09-28,,,,,,,,,,,,0.00,,,,
2018-09-29,,,,,,,,,,,,0.00,,,,
2018-09-30,,,,,,,,,,,,0.00,,,,
2018-10-01,,,,,,,,,,,,0.00,,,,
2018-10-02,,,,,,,,,,,,0.00,,,,
2018-10-03,,,,,,,,,,,,0.00,,,,
2018-10-04,,,,,,,,,,,,0.00,,,,
2018-10-05,,,,,,,,,,,,0.00,,,,
2018-10-06,,,,,,,,,,,,0.00,,,,
2018-10-07,,,,,,,,,,,,0.00,,,,
2018-10-08,,,,,,,,,,,,0.00,,,,
2018-10-09,,,,,,,,,,,,0.00,,,,
2018-10-10,,,,,,,,,,,,0.00,,,,
2018-10-11,,,,,,,,,,,,0.00,,,,
2018-10-12,,,,,,,,,,,,0.00,,,,
2018-10-13,,,,,,,,,,,,0.00,,,,
2018-10-14,,,,,,,,,,,,0.00,,,,
2018-10-15,,,,,,,,,,,,0.00,,,,
2018-10-16,,,,,,,,,,,,0.00,,,,
2018-10-17,,,,,,,,,,,,0.00,,,,
2018-10-18,,,,,,,,,,,,0.00,,,,
2018-10-19,,,,,,,,,,,,0.00,,,,
2018-10-20,,,,,,,,,,,,0.00,,,,
2018-10-21,,,,,,,,,,,,0.00,,,,
2018-10-22,,,,,,,,,,,,0.00,,,,
2018-10-23,,,,,,,,,,,,0.00,,,,
2018-10-24,,,,,,,,,,,,0.00,,,,
2018-10-25,,,,,,,,,,,,0.00,,,,
2018-10-26,,,,,,,,,,,,0.00,,,,
2018-10-27,,,,,,,,,,,,0.00,,,,
2018-10-28,,,,,,,,,,,,0.00,,,,
2018-10-29,,,,,,,,,,,,0.00,,,,
2018-10-30,,,,,,,,,,,,0.00,,,,
2018-10-31,,,,,,,,,,,,0.00,,,,
2018-11-01,,,,,,,,,,,,0.00,,,,
2018-11-02,,,,,,,,,,,,0.00,,,,
2018-11-03,,,,,,,,,,,,0.00,,,,
2018-11-04,,,,,,,,,,,,0.00,,,,
2018-11-05,,,,,,,,,,,,0.00,,,,
2018-11-06,,,,,,,,,,,,0.00,,,,
2018-11-07,,,,,,,,,,,,0.00,,,,
2018-11-08,,,,,,,,,,,,0.00,,,,
2018-11-09,,,,,,,,,,,,0.00,,,,
2018-11-10,,,,,,,,,,,,0.00,,,,
2018-11-11,,,,,,,,,,,,0.00,,,,
2018-11-12,,,,,,,,,,,,0.00,,,,
2018-11-13,,,,,,,,,,,,0.00,,,,
2018-11-14,,,,,,,,,,,,0.00,,,,
2018-11-15,,,,,,,,,,,,0.00,,,,
2018-11-16,,,,,,,,,,,,0.00,,,,
2018-11-17,,,,,,,,,,,,0.00,,,,
2018-11-18,,,,,,,,,,,,0.00,,,,
2018-11-19,,,,,,,,,,,,0.00,,,,
2018-11-20,,,,,,,,,,,,0.00,,,,
2018-11-21,,,,,,,,,,,,0.00,,,,
2018-11-22,,,,,,,,,,,,0.00,,,,
2018-11-23,,,,,,,,,,,,0.00,,,,
2018-11-24,,,,,,,,,,,,0.00,,,,
2018-11-25,,,,,,,,,,,,0.00,,,,
2018-11-26,,,,,,,,,,,,0.00,,,,
2018-11-27,,,,,,,,,,,,0.00,,,,
2018-11-28,,,,,,,,,,,,0.00,,,,
2018-11-29,,,,,,,,,,,,0.00,,,,
2018-11-30,,,,,,,,,,,,0.00,,,,
2018-12-01,,,,,,,,,,,,0.00,,,,
2018-12-02,,,,,,,,,,,,0.00,,,,
2018-12-03,,,,,,,,,,,,0.00,,,,
2018-12-04,,,,,,,,,,,,0.00,,,,
2018-12-05,,,,,,,,,,,,0.00,,,,
2018-12-06,,,,,,,,,,,,0.00,,,,
2018-12-07,,,,,,,,,,,,0.00,,,,
2018-12-08,,,,,,,,,,,,0.00,,,,
2018-12-09,,,,,,,,,,,,0.00,,,,
2018-12-10,,,,,,,,,,,,0.00,,,,
2018-12-11,,,,,,,,,,,,0.00,,,,
2018-12-12,,,,,,,,,,,,0.00,,,,
2018-12-13,,,,,,,,,,,,0.00,,,,
2018-12-14,,,,,,,,,,,,0.00,,,,
2018-12-15,,,,,,,,,,,,0.00,,,,
2018-12-16,,,,,,,,,,,,0.00,,,,
2018-12-17,,,,,,,,,,,,0.00,,,,
2018-12-18,,,,,,,,,,,,0.00,,,,
2018-12-19,,,,,,,,,,,,0.00,,,,
2018-12-20,,,,,,,,,,,,0.00,,,,
2018-12-21,,,,,,,,,,,,0.00,,,,
2018-12-22,,,,,,,,,,,,0.00,,,,
2018-12-23,,,,,,,,,,,,0.00,,,,
2018-12-24,,,,,,,,,,,,0.00,,,,
2018-12-25,,,,,,,,,,,,0.00,,,,
2018-12-26,,,,,,,,,,,,0.00,,,,
2018-12-27,,,,,,,,,,,,0.00,,,,
2018-12-28,,,,,,,,,,,,0.00,,,,
2018-12-29,,,,,,,,,,,,0.00,,,,
2018-12-30,,,,,,,,,,,,0.00,,,,
2018-12-31,,,,,,,,,,,,0.00,,,,
2019-01-01,,,,,,,,,,,,0.00,,,,
2019-01-02,,,,,,,,,,,,0.00,,,,
2019-01-03,,,,,,,,,,,,0.00,,,,
2019-01-04,,,,,,,,,,,,0.00,,,,
2019-01-05,,,,,,,,,,,,0.00,,,,
2019-01-06,,,,,,,,,,,,0.00,,,,
2019-01-07,,,,,,,,,,,,0.00,,,,
2019-01-08,,,,,,,,,,,,0.00,,,,
2019-01-09,,,,,,,,,,,,0.00,,,,
2019-01-10,,,,,,,,,,,,0.00,,,,
2019-01-11,,,,,,,,,,,,0.00,,,,
2019-01-12,,,,,,,,,,,,0.00,,,,
2019-01-13,,,,,,,,,,,,0.00,,,,
2019-01-14,,,,,,,,,,,,0.00,,,,
2019-01-15,,,,,,,,,,,,0.00,,,,
2019-01-16,,,,,,,,,,,,0.00,,,,
2019-01-17,,,,,,,,,,,,0.00,,,,
2019-01-18,,,,,,,,,,,,0.00,,,,
2019-01-19,,,,,,,,,,,,0.00,,,,
2019-01-20,,,,,,,,,,,,0.00,,,,
2019-01-21,,,,,,,,,,,,0.00,,,,
2019-01-22,,,,,,,,,,,,0.00,,,,
2019-01-23,,,,,,,,,,,,0.00,,,,
2019-01-24,,,,,,,,,,,,0.00,,,,
2019-01-25,,,,,,,,,,,,0.00,,,,
2019-01-26,,,,,,,,,,,,0.00,,,,
2019-01-27,,,,,,,,,,,,0.00,,,,
2019-01-28,,,,,,,,,,,,0.00,,,,
2019-01-29,,,,,,,,,,,,0.00,,,,
2019-01-30,,,,,,,,,,,,0.00,,,,
2019-01-31,,,,,,,,,,,,0.00,,,,
2019-02-01,,,,,,,,,,,,0.00,,,,
2019-02-02,,,,,,,,,,,,0.00,,,,
2019-02-03,,,,,,,,,,,,0.00,,,,
2019-02-04,,,,,,,,,,,,0.00,,,,
2019-02-05,,,,,,,,,,,,0.00,,,,
2019-02-06,,,,,,,,,,,,0.00,,,,
2019-02-07,,,,,,,,,,,,0.00,,,,
2019-02-08,,,,,,,,,,,,0.00,,,,
2019-02-09,,,,,,,,,,,,0.00,,,,
2019-02-10,,,,,,,,,,,,0.00,,,,
2019-02-11,,,,,,,,,,,,0.00,,,,
2019-02-12,,,,,,,,,,,,0.00,,,,
2019-02-13,,,,,,,,,,,,0.00,,,,
2019-02-14,,,,,,,,,,,,0.00,,,,
2019-02-15,,,,,,,,,,,,0.00,,,,
2019-02-16,,,,,,,,,,,,0.00,,,,
2019-02-17,,,,,,,,,,,,0.00,,,,
2019-02-18,,,,,,,,,,,,0.00,,,,
2019-02-19,,,,,,,,,,,,0.00,,,,
2019-02-20,,,,,,,,,,,,0.00,,,,
2019-02-21,,,,,,,,,,,,0.00,,,,
2019-02-22,,,,,,,,,,,,0.00,,,,
2019-02-23,,,,,,,,,,,,0.00,,,,
2019-02-24,,,,,,,,,,,,0.00,,,,
2019-02-25,,,,,,,,,,,,0.00,,,,
2019-02-26,,,,,,,,,,,,0.00,,,,
2019-02-27,,,,,,,,,,,,0.00,,,,
2019-02-28,,,,,,,,,,,,0.00,,,,
2019-03-01,,,,,,,,,,,,0.00,,,,
2019-03-02,,,,,,,,,,,,0.00,,,,
2019-03-03,,,,,,,,,,,,0.00,,,,
2019-03-04,,,,,,,,,,,,0.00,,,,
2019-03-05,,,,,,,,,,,,0.00,,,,
2019-03-06,,,,,,,,,,,,0.00,,,,
2019-03-07,,,,,,,,,,,,0.00,,,,
2019-03-08,,,,,,,,,,,,0.00,,,,
2019-03-09,,,,,,,,,,,,0.00,,,,
2019-03-10,,,,,,,,,,,,0.00,,,,
2019-03-11,,,,,,,,,,,,0.00,,,,
2019-03-12,,,,,,,,,,,,0.00,,,,
2019-03-13,,,,,,,,,,,,0.00,,0.00,,
2019-03-14,,,,,,,,,,,,0.00,,0.00,,
2019-03-15,,,,,,,,,,,,0.00,,0.00,,
2019-03-16,,,,,,,,,,,,0.00,,0.00,,
2019-03-17,,,,,,,,,,,,0.00,,0.00,,
2019-03-18,,,,,,,,,,,,0.00,,0.00,,
2019-03-19,,,,,,,,,,,,0.00,,0.00,,
2019-03-20,,,,,,,,,,,,0.00,,0.00,,
2019-03-21,,,,,,,,,,,,0.00,,0.00,,
2019-03-22,,,,,,,,,,,,0.00,,0.00,,
2019-03-23,,,,,,,,,,,,0.00,,0.00,,
2019-03-24,,,,,,,,,,,,0.00,,0.00,,
2019-03-25,,,,,,,,,,,,0.00,,0.00,,
2019-03-26,,,,,,,,,,,,0.00,,0.00,,
2019-03-27,,,,,,,,,,,,0.00,,0.00,,
2019-03-28,,,,,,,,,,,,0.00,,0.00,,
2019-03-29,,,,,,,,,,,,0.00,,0.00,,
2019-03-30,,,,,,,,,,,,0.00,,0.00,,
2019-03-31,,,,,,,,,,,,0.00,,0.00,,
2019-04-01,,,,,,,,,,,,0.00,,0.00,,
2019-04-02,,,,,,,,,,,,0.00,,0.00,,
2019-04-03,,,,,,,,,,,,0.00,,0.00,,
2019-04-04,,,,,,,,,,,,0.00,,0.00,,
2019-04-05,,,,,,,,,,,,0.00,,0.00,,
2019-04-06,,,,,,,,,,,,0.00,,0.00,,
2019-04-07,,,,,,,,,,,,0.00,,0.00,,
2019-04-08,,,,,,,,,,,,0.00,,0.00,,
2019-04-09,,,,,,,,,,,,0.00,,0.00,,
2019-04-10,,,,,,,,,,,,0.00,,0.00,,
2019-04-11,,,,,,,,,,,,0.00,,0.00,,
2019-04-12,,,,,,,,,,,,0.00,,0.00,,
2019-04-13,,,,,,,,,,,,0.00,,0.00,,
2019-04-14,,,,,,,,,,,,0.00,,0.00,,
2019-04-15,,,,,,,,,,,,0.00,,0.00,,
2019-04-16,,,,,,,,,,,,0.00,,0.00,,
2019-04-17,,,,,,,,,,,,0.00,,0.00,,
2019-04-18,,,,,,,,,,,,0.00,,0.00,,
2019-04-19,,,,,,,,,,,,0.00,,0.00,,
2019-04-20,,,,,,,,,,,,0.00,,0.00,,
2019-04-21,,,,,,,,,,,,0.00,,0.00,,
2019-04-22,,,,,,,,,,,,0.00,,0.00,,
2019-04-23,,,,,,,,,,,,0.00,,0.00,,
2019-04-24,,,,,,,,,,,,0.00,,0.00,,
2019-04-25,,,,,,,,,,,,0.00,,0.00,,
2019-04-26,,,,,,,,,,,,0.00,,0.00,,
2019-04-27,,,,,,,,,,,,0.00,,0.00,,
2019-04-28,,,,,,,,,,,,0.00,,0.00,,
2019-04-29,,,,,,,,,,,,0.00,,0.00,,
2019-04-30,,,,,,,,,,,,0.00,,0.00,,
2019-05-01,,,,,,,,,,,,0.00,,0.00,,
2019-05-02,,,,,,,,,,,,0.00,,0.00,,
2019-05-03,,,,,,,,,,,,0.00,,0.00,,
2019-05-04,2383.62,,,,,,,,,,,0.00,,0.00,,
2019-05-05,1599.47,,,,,,,,,,,0.00,,0.00,,
2019-05-06,923.01,,,,,,,,,,,0.00,,0.00,,
2019-05-07,939.12,,,,,,,,,,,0.00,,0.00,,
2019-05-08,1540.23,,,,,,,,,,,0.00,,0.00,,
2019-05-09,984.11,,,,,,,,,,,0.00,,0.00,,
2019-05-10,677.99,,,,,,,,,,,0.00,,0.00,,
2019-05-11,1638.87,,,,,,,,,,,0.00,,0.00,,
2019-05-12,1117.46,,,,,,,,,,,0.00,,0.00,,
2019-05-13,807.36,,,,,,,,,,,0.00,,0.00,,
2019-05-14,876.47,,,,,,,,,,,0.00,,0.00,,
2019-05-15,1464.92,,,,,,,,,,,0.00,,0.00,,
2019-05-16,737.89,,,,,,,,,,,0.00,,0.00,,
2019-05-17,370.41,,,,,,,,,,,0.00,,0.00,,
2019-05-18,612.04,,,,,,,,,,,0.00,,0.00,,
2019-05-19,603.12,,,,,,,,,,,0.00,,0.00,,
2019-05-20,518.36,,,,,,,,,,,0.00,,0.00,,
2019-05-21,515.47,,,,,,,,,,,0.00,,0.00,,
2019-05-22,353.58,,,,,,,,,,,0.00,,0.00,,
2019-05-23,551.48,,,,,,,,,,,0.00,,0.00,,
2019-05-24,738.50,,,,,,,,,,,0.00,,0.00,,
2019-05-25,584.33,,,,,,,,,,,0.00,,0.00,,
2019-05-26,444.57,,,,,,,,,,,0.00,,0.00,,
2019-05-27,550.24,,,,,,,,,,,0.00,,0.00,,
2019-05-28,509.13,,,,,,,,,,,0.00,,0.00,,
2019-05-29,385.11,,,,,,,,,,,0.00,,0.00,,
2019-05-30,466.50,,,,,,,,,,,0.00,,0.00,,
2019-05-31,558.00,,,,,,,,,,,0.00,,0.00,,
2019-06-01,386.40,,,,,,,,,,,0.00,,0.00,,
2019-06-02,626.82,,,,,,,,,,,0.00,,0.00,,
2019-06-03,1827.72,,,,,,,,,,,0.00,,0.00,,
2019-06-04,1493.75,,,,,,,,,,,0.00,,0.00,,
2019-06-05,1058.91,,,,,,,,,,,0.00,,0.00,,
2019-06-06,732.85,,,,,,,,,,,0.00,,0.00,,
2019-06-07,505.49,,,,,,,,,,,0.00,,0.00,,
2019-06-08,636.85,,,,,,,,,,,0.00,,0.00,,
2019-06-09,714.32,,,,,,,,,,,0.00,,0.00,,
2019-06-10,682.27,,,,,,,,,,,0.00,,0.00,,
2019-06-11,552.75,,,,,,,,,,,0.00,,0.00,,
2019-06-12,450.81,,,,,,,,,,,0.00,,0.00,,
2019-06-13,1045.32,,,,,,,,,,,0.00,,0.00,,
2019-06-14,497.52,,,,,,,,,,,0.00,,0.00,,
2019-06-15,742.11,,,,,,,,,,,0.00,,0.00,,
2019-06-16,698.12,,,,,,,,,,,0.00,,0.00,,
2019-06-17,262.14,,,,,,,,,,,0.00,,0.00,,
2019-06-18,424.96,,,,,,,,,,,0.00,,0.00,,
2019-06-19,1030.55,,,,,,,,,,,0.00,,0.00,,
2019-06-20,556.75,,,,,,,,,,,0.00,,0.00,,
2019-06-21,694.28,,,,,,,,,,,0.00,,0.00,,
2019-06-22,415.39,,,,,,,,,,,0.00,,0.00,,
2019-06-23,657.68,,,,,,,,,,,0.00,,0.00,,
2019-06-24,460.63,,,,,,,,,,,0.00,,0.00,,
2019-06-25,180.28,,,,,,,,,,,0.00,,0.00,,
2019-06-26,220.34,,,,,,,,,,,0.00,,0.00,,
2019-06-27,239.42,,,,,,,,,,,0.00,,0.00,,
2019-06-28,245.29,,,,,,,,,,,0.00,,0.00,,
2019-06-29,333.01,,,,,,,,,,,0.00,,0.00,,
2019-06-30,437.98,,,,,,,,,,,0.00,,0.00,,
2019-07-01,463.36,,,,,,,,,,,0.00,,0.00,,
2019-07-02,25.40,,,,,,,,,,,0.00,,0.00,,
2019-07-03,325.15,,,,,,,,,,,0.00,,0.00,,
2019-07-04,192.17,,,,,,,,,,,0.00,,0.00,,
2019-07-05,154.98,,,,,,,,,,,0.00,,0.00,,
2019-07-06,778.35,,,,,,,,,,,0.00,,0.00,,
2019-07-07,594.81,,,,,,,,,,,0.00,,0.00,,
2019-07-08,503.31,,,,,,,,,,,0.00,,0.00,,
2019-07-09,329.58,,,,,,,,,,,0.00,,0.00,,
2019-07-10,270.07,,,,,,,,,,,0.00,,0.00,,
2019-07-11,345.45,,,,,,,,,,,0.00,,0.00,,
2019-07-12,203.05,,,,,,,,,,,0.00,,0.00,,
2019-07-13,200.32,,,,,,,,,,,0.00,,0.00,,
2019-07-14,513.01,,,,,,,,,,,0.00,,0.00,,
2019-07-15,249.12,,,,,,,,,,,0.00,,0.00,,
2019-07-16,291.37,,,,,,,,,,,0.00,,0.00,,
2019-07-17,191.07,,,,,,,,,,,0.00,,0.00,,
2019-07-18,556.77,,,,,,,,,,,0.00,,0.00,,
2019-07-19,316.50,,,,,,,,,,,0.00,,0.00,,
2019-07-20,297.07,,,,,,,,,,,0.00,,0.00,,
2019-07-21,1126.75,,,,,,,,,,,0.00,,0.00,,
2019-07-22,253.12,,,,,,,,,,,0.00,,0.00,,
2019-07-23,556.72,,,,,,,,,,,0.00,,0.00,,
2019-07-24,289.12,,,,,,,,,,,0.00,,0.00,,
2019-07-25,149.39,,,,,,,,,,,0.00,,0.00,,
2019-07-26,407.50,,,,,,,,,,,0.00,,0.00,,
2019-07-27,1017.93,,,,,,,,,,,0.00,,0.00,,
2019-07-28,399.81,,,,,,,,,,,0.00,,0.00,,
2019-07-29,232.17,,,,,,,,,,,0.00,,0.00,,
2019-07-30,95.10,,,,,,,,,,,0.00,,0.00,,
2019-07-31,188.70,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-01,146.72,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-02,187.94,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-03,123.92,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-04,235.87,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-05,146.95,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-06,183.24,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-07,175.33,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-08,94.77,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-09,104.66,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-10,218.26,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-11,194.27,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-12,383.12,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-13,353.45,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-14,294.64,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-15,177.79,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-16,286.29,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-17,256.81,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-18,96.86,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-19,235.10,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-20,232.13,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-21,179.00,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-22,163.05,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-23,413.83,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-24,175.62,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-25,434.06,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-26,243.79,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-27,514.53,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-28,588.76,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-29,444.98,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-30,134.89,0.00,,,,,,,,,,0.00,,0.00,,
2019-08-31,779.43,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-01,414.24,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-02,385.08,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-03,169.46,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-04,378.95,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-05,287.00,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-06,185.20,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-07,170.27,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-08,206.12,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-09,166.14,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-10,260.11,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-11,109.66,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-12,394.27,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-13,247.12,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-14,488.18,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-15,378.10,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-16,352.73,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-17,194.87,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-18,99.85,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-19,131.78,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-20,240.31,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-21,59.61,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-22,126.74,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-23,183.77,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-24,287.30,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-25,81.10,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-26,276.57,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-27,157.03,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-28,250.27,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-29,493.91,0.00,,,,,,,,,,0.00,,0.00,,
2019-09-30,2400.72,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-01,1897.31,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-02,1189.25,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-03,853.96,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-04,627.70,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-05,483.27,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-06,555.29,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-07,637.89,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-08,513.95,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-09,420.70,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-10,567.08,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-11,331.65,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-12,1139.61,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-13,452.46,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-14,360.69,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-15,335.87,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-16,655.35,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-17,719.45,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-18,987.35,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-19,1187.73,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-20,1361.35,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-21,1025.80,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-22,1516.52,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-23,1009.32,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-24,741.43,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-25,864.56,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-26,607.14,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-27,1365.78,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-28,702.09,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-29,799.98,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-30,1205.69,0.00,,,,,,,,,,0.00,,0.00,,
2019-10-31,465.99,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-01,650.28,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-02,444.16,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-03,642.30,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-04,437.09,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-05,501.59,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-06,25924.01,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-07,38412.06,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-08,13288.57,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-09,10016.95,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-10,10923.13,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-11,13754.36,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-12,15954.34,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-13,8198.83,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-14,11767.42,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-15,4711.81,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-16,3667.31,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-17,3848.10,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-18,5320.88,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-19,5189.36,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-20,5829.10,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-21,3831.79,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-22,1091.63,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-23,1814.59,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-24,2170.02,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-25,2633.18,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-26,2809.83,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-27,5535.36,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-28,2000.08,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-29,2205.00,0.00,,,,,,,,,,0.00,,0.00,,
2019-11-30,1931.62,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-01,2415.47,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-02,1838.85,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-03,1808.63,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-04,2925.08,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-05,3513.25,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-06,1364.54,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-07,1982.71,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-08,1214.98,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-09,1526.03,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-10,2666.82,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-11,2123.43,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-12,1505.74,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-13,576.11,0.00,,,,,,,,,,0.00,,0.00,,
2019-12-14,2492.21,0.00,,,,,,,,,,0.00,,0.00,,
